ID,Actual_Address,Actual_Longitude,Actual_Latitude,Matched_Address,Matched_Longitude,Matched_Latitude,Geodetic_Distance_m
3735,Actual Address 3735,Actual Long 3735,Actual Lat 3735,Matched Address 3735,Matched Long 3735,Matched Lat 3735,1716
3736,Actual Address 3736,Actual Long 3736,Actual Lat 3736,Matched Address 3736,Matched Long 3736,Matched Lat 3736,11
3737,Actual Address 3737,Actual Long 3737,Actual Lat 3737,Matched Address 3737,Matched Long 3737,Matched Lat 3737,73
3738,Actual Address 3738,Actual Long 3738,Actual Lat 3738,Matched Address 3738,Matched Long 3738,Matched Lat 3738,152
3739,Actual Address 3739,Actual Long 3739,Actual Lat 3739,Matched Address 3739,Matched Long 3739,Matched Lat 3739,17
3740,Actual Address 3740,Actual Long 3740,Actual Lat 3740,Matched Address 3740,Matched Long 3740,Matched Lat 3740,274
3741,Actual Address 3741,Actual Long 3741,Actual Lat 3741,Matched Address 3741,Matched Long 3741,Matched Lat 3741,444
3742,Actual Address 3742,Actual Long 3742,Actual Lat 3742,Matched Address 3742,Matched Long 3742,Matched Lat 3742,10
3743,Actual Address 3743,Actual Long 3743,Actual Lat 3743,Matched Address 3743,Matched Long 3743,Matched Lat 3743,12
3744,Actual Address 3744,Actual Long 3744,Actual Lat 3744,Matched Address 3744,Matched Long 3744,Matched Lat 3744,2932
3745,Actual Address 3745,Actual Long 3745,Actual Lat 3745,Matched Address 3745,Matched Long 3745,Matched Lat 3745,357
3746,Actual Address 3746,Actual Long 3746,Actual Lat 3746,Matched Address 3746,Matched Long 3746,Matched Lat 3746,31
3747,Actual Address 3747,Actual Long 3747,Actual Lat 3747,Matched Address 3747,Matched Long 3747,Matched Lat 3747,20
3748,Actual Address 3748,Actual Long 3748,Actual Lat 3748,Matched Address 3748,Matched Long 3748,Matched Lat 3748,109
3749,Actual Address 3749,Actual Long 3749,Actual Lat 3749,Matched Address 3749,Matched Long 3749,Matched Lat 3749,357
3750,Actual Address 3750,Actual Long 3750,Actual Lat 3750,Matched Address 3750,Matched Long 3750,Matched Lat 3750,141
3751,Actual Address 3751,Actual Long 3751,Actual Lat 3751,Matched Address 3751,Matched Long 3751,Matched Lat 3751,11
3752,Actual Address 3752,Actual Long 3752,Actual Lat 3752,Matched Address 3752,Matched Long 3752,Matched Lat 3752,18
3753,Actual Address 3753,Actual Long 3753,Actual Lat 3753,Matched Address 3753,Matched Long 3753,Matched Lat 3753,14
3754,Actual Address 3754,Actual Long 3754,Actual Lat 3754,Matched Address 3754,Matched Long 3754,Matched Lat 3754,12
3755,Actual Address 3755,Actual Long 3755,Actual Lat 3755,Matched Address 3755,Matched Long 3755,Matched Lat 3755,22
3756,Actual Address 3756,Actual Long 3756,Actual Lat 3756,Matched Address 3756,Matched Long 3756,Matched Lat 3756,21
3757,Actual Address 3757,Actual Long 3757,Actual Lat 3757,Matched Address 3757,Matched Long 3757,Matched Lat 3757,13
3758,Actual Address 3758,Actual Long 3758,Actual Lat 3758,Matched Address 3758,Matched Long 3758,Matched Lat 3758,120
3759,Actual Address 3759,Actual Long 3759,Actual Lat 3759,Matched Address 3759,Matched Long 3759,Matched Lat 3759,22
3760,Actual Address 3760,Actual Long 3760,Actual Lat 3760,Matched Address 3760,Matched Long 3760,Matched Lat 3760,13
3761,Actual Address 3761,Actual Long 3761,Actual Lat 3761,Matched Address 3761,Matched Long 3761,Matched Lat 3761,15
3762,Actual Address 3762,Actual Long 3762,Actual Lat 3762,Matched Address 3762,Matched Long 3762,Matched Lat 3762,0
3763,Actual Address 3763,Actual Long 3763,Actual Lat 3763,Matched Address 3763,Matched Long 3763,Matched Lat 3763,4
3764,Actual Address 3764,Actual Long 3764,Actual Lat 3764,Matched Address 3764,Matched Long 3764,Matched Lat 3764,34
3765,Actual Address 3765,Actual Long 3765,Actual Lat 3765,Matched Address 3765,Matched Long 3765,Matched Lat 3765,11
3766,Actual Address 3766,Actual Long 3766,Actual Lat 3766,Matched Address 3766,Matched Long 3766,Matched Lat 3766,10
3767,Actual Address 3767,Actual Long 3767,Actual Lat 3767,Matched Address 3767,Matched Long 3767,Matched Lat 3767,4169
3768,Actual Address 3768,Actual Long 3768,Actual Lat 3768,Matched Address 3768,Matched Long 3768,Matched Lat 3768,5
3769,Actual Address 3769,Actual Long 3769,Actual Lat 3769,Matched Address 3769,Matched Long 3769,Matched Lat 3769,11
3770,Actual Address 3770,Actual Long 3770,Actual Lat 3770,Matched Address 3770,Matched Long 3770,Matched Lat 3770,7
3771,Actual Address 3771,Actual Long 3771,Actual Lat 3771,Matched Address 3771,Matched Long 3771,Matched Lat 3771,28
3772,Actual Address 3772,Actual Long 3772,Actual Lat 3772,Matched Address 3772,Matched Long 3772,Matched Lat 3772,209
3773,Actual Address 3773,Actual Long 3773,Actual Lat 3773,Matched Address 3773,Matched Long 3773,Matched Lat 3773,8
3774,Actual Address 3774,Actual Long 3774,Actual Lat 3774,Matched Address 3774,Matched Long 3774,Matched Lat 3774,17
3775,Actual Address 3775,Actual Long 3775,Actual Lat 3775,Matched Address 3775,Matched Long 3775,Matched Lat 3775,7
3776,Actual Address 3776,Actual Long 3776,Actual Lat 3776,Matched Address 3776,Matched Long 3776,Matched Lat 3776,51
3777,Actual Address 3777,Actual Long 3777,Actual Lat 3777,Matched Address 3777,Matched Long 3777,Matched Lat 3777,549
3778,Actual Address 3778,Actual Long 3778,Actual Lat 3778,Matched Address 3778,Matched Long 3778,Matched Lat 3778,171
3779,Actual Address 3779,Actual Long 3779,Actual Lat 3779,Matched Address 3779,Matched Long 3779,Matched Lat 3779,45
3780,Actual Address 3780,Actual Long 3780,Actual Lat 3780,Matched Address 3780,Matched Long 3780,Matched Lat 3780,122
3781,Actual Address 3781,Actual Long 3781,Actual Lat 3781,Matched Address 3781,Matched Long 3781,Matched Lat 3781,8
3782,Actual Address 3782,Actual Long 3782,Actual Lat 3782,Matched Address 3782,Matched Long 3782,Matched Lat 3782,80
3783,Actual Address 3783,Actual Long 3783,Actual Lat 3783,Matched Address 3783,Matched Long 3783,Matched Lat 3783,110
3784,Actual Address 3784,Actual Long 3784,Actual Lat 3784,Matched Address 3784,Matched Long 3784,Matched Lat 3784,73
3785,Actual Address 3785,Actual Long 3785,Actual Lat 3785,Matched Address 3785,Matched Long 3785,Matched Lat 3785,20
3786,Actual Address 3786,Actual Long 3786,Actual Lat 3786,Matched Address 3786,Matched Long 3786,Matched Lat 3786,8
3787,Actual Address 3787,Actual Long 3787,Actual Lat 3787,Matched Address 3787,Matched Long 3787,Matched Lat 3787,12
3788,Actual Address 3788,Actual Long 3788,Actual Lat 3788,Matched Address 3788,Matched Long 3788,Matched Lat 3788,9
3789,Actual Address 3789,Actual Long 3789,Actual Lat 3789,Matched Address 3789,Matched Long 3789,Matched Lat 3789,10
3790,Actual Address 3790,Actual Long 3790,Actual Lat 3790,Matched Address 3790,Matched Long 3790,Matched Lat 3790,12
3791,Actual Address 3791,Actual Long 3791,Actual Lat 3791,Matched Address 3791,Matched Long 3791,Matched Lat 3791,0
3792,Actual Address 3792,Actual Long 3792,Actual Lat 3792,Matched Address 3792,Matched Long 3792,Matched Lat 3792,5
3793,Actual Address 3793,Actual Long 3793,Actual Lat 3793,Matched Address 3793,Matched Long 3793,Matched Lat 3793,41
3794,Actual Address 3794,Actual Long 3794,Actual Lat 3794,Matched Address 3794,Matched Long 3794,Matched Lat 3794,12
3795,Actual Address 3795,Actual Long 3795,Actual Lat 3795,Matched Address 3795,Matched Long 3795,Matched Lat 3795,9
3796,Actual Address 3796,Actual Long 3796,Actual Lat 3796,Matched Address 3796,Matched Long 3796,Matched Lat 3796,11
3797,Actual Address 3797,Actual Long 3797,Actual Lat 3797,Matched Address 3797,Matched Long 3797,Matched Lat 3797,14
3798,Actual Address 3798,Actual Long 3798,Actual Lat 3798,Matched Address 3798,Matched Long 3798,Matched Lat 3798,20
3799,Actual Address 3799,Actual Long 3799,Actual Lat 3799,Matched Address 3799,Matched Long 3799,Matched Lat 3799,8
3800,Actual Address 3800,Actual Long 3800,Actual Lat 3800,Matched Address 3800,Matched Long 3800,Matched Lat 3800,17
3801,Actual Address 3801,Actual Long 3801,Actual Lat 3801,Matched Address 3801,Matched Long 3801,Matched Lat 3801,21
3802,Actual Address 3802,Actual Long 3802,Actual Lat 3802,Matched Address 3802,Matched Long 3802,Matched Lat 3802,6
3803,Actual Address 3803,Actual Long 3803,Actual Lat 3803,Matched Address 3803,Matched Long 3803,Matched Lat 3803,10
3804,Actual Address 3804,Actual Long 3804,Actual Lat 3804,Matched Address 3804,Matched Long 3804,Matched Lat 3804,24
3805,Actual Address 3805,Actual Long 3805,Actual Lat 3805,Matched Address 3805,Matched Long 3805,Matched Lat 3805,16
3806,Actual Address 3806,Actual Long 3806,Actual Lat 3806,Matched Address 3806,Matched Long 3806,Matched Lat 3806,12
3807,Actual Address 3807,Actual Long 3807,Actual Lat 3807,Matched Address 3807,Matched Long 3807,Matched Lat 3807,19
3808,Actual Address 3808,Actual Long 3808,Actual Lat 3808,Matched Address 3808,Matched Long 3808,Matched Lat 3808,15
3809,Actual Address 3809,Actual Long 3809,Actual Lat 3809,Matched Address 3809,Matched Long 3809,Matched Lat 3809,10
3810,Actual Address 3810,Actual Long 3810,Actual Lat 3810,Matched Address 3810,Matched Long 3810,Matched Lat 3810,81
3811,Actual Address 3811,Actual Long 3811,Actual Lat 3811,Matched Address 3811,Matched Long 3811,Matched Lat 3811,8
3812,Actual Address 3812,Actual Long 3812,Actual Lat 3812,Matched Address 3812,Matched Long 3812,Matched Lat 3812,16
3813,Actual Address 3813,Actual Long 3813,Actual Lat 3813,Matched Address 3813,Matched Long 3813,Matched Lat 3813,15
3814,Actual Address 3814,Actual Long 3814,Actual Lat 3814,Matched Address 3814,Matched Long 3814,Matched Lat 3814,30
3815,Actual Address 3815,Actual Long 3815,Actual Lat 3815,Matched Address 3815,Matched Long 3815,Matched Lat 3815,10
3816,Actual Address 3816,Actual Long 3816,Actual Lat 3816,Matched Address 3816,Matched Long 3816,Matched Lat 3816,13
3817,Actual Address 3817,Actual Long 3817,Actual Lat 3817,Matched Address 3817,Matched Long 3817,Matched Lat 3817,26
3818,Actual Address 3818,Actual Long 3818,Actual Lat 3818,Matched Address 3818,Matched Long 3818,Matched Lat 3818,17
3819,Actual Address 3819,Actual Long 3819,Actual Lat 3819,Matched Address 3819,Matched Long 3819,Matched Lat 3819,21
3820,Actual Address 3820,Actual Long 3820,Actual Lat 3820,Matched Address 3820,Matched Long 3820,Matched Lat 3820,31
3821,Actual Address 3821,Actual Long 3821,Actual Lat 3821,Matched Address 3821,Matched Long 3821,Matched Lat 3821,161
3822,Actual Address 3822,Actual Long 3822,Actual Lat 3822,Matched Address 3822,Matched Long 3822,Matched Lat 3822,10
3823,Actual Address 3823,Actual Long 3823,Actual Lat 3823,Matched Address 3823,Matched Long 3823,Matched Lat 3823,14
3824,Actual Address 3824,Actual Long 3824,Actual Lat 3824,Matched Address 3824,Matched Long 3824,Matched Lat 3824,21
3825,Actual Address 3825,Actual Long 3825,Actual Lat 3825,Matched Address 3825,Matched Long 3825,Matched Lat 3825,13
3826,Actual Address 3826,Actual Long 3826,Actual Lat 3826,Matched Address 3826,Matched Long 3826,Matched Lat 3826,18
3827,Actual Address 3827,Actual Long 3827,Actual Lat 3827,Matched Address 3827,Matched Long 3827,Matched Lat 3827,5
3828,Actual Address 3828,Actual Long 3828,Actual Lat 3828,Matched Address 3828,Matched Long 3828,Matched Lat 3828,458
3829,Actual Address 3829,Actual Long 3829,Actual Lat 3829,Matched Address 3829,Matched Long 3829,Matched Lat 3829,275
3830,Actual Address 3830,Actual Long 3830,Actual Lat 3830,Matched Address 3830,Matched Long 3830,Matched Lat 3830,7
3831,Actual Address 3831,Actual Long 3831,Actual Lat 3831,Matched Address 3831,Matched Long 3831,Matched Lat 3831,5
3832,Actual Address 3832,Actual Long 3832,Actual Lat 3832,Matched Address 3832,Matched Long 3832,Matched Lat 3832,9
3833,Actual Address 3833,Actual Long 3833,Actual Lat 3833,Matched Address 3833,Matched Long 3833,Matched Lat 3833,12
3834,Actual Address 3834,Actual Long 3834,Actual Lat 3834,Matched Address 3834,Matched Long 3834,Matched Lat 3834,105
3835,Actual Address 3835,Actual Long 3835,Actual Lat 3835,Matched Address 3835,Matched Long 3835,Matched Lat 3835,13
3836,Actual Address 3836,Actual Long 3836,Actual Lat 3836,Matched Address 3836,Matched Long 3836,Matched Lat 3836,14
3837,Actual Address 3837,Actual Long 3837,Actual Lat 3837,Matched Address 3837,Matched Long 3837,Matched Lat 3837,14
3838,Actual Address 3838,Actual Long 3838,Actual Lat 3838,Matched Address 3838,Matched Long 3838,Matched Lat 3838,160
3839,Actual Address 3839,Actual Long 3839,Actual Lat 3839,Matched Address 3839,Matched Long 3839,Matched Lat 3839,2
3840,Actual Address 3840,Actual Long 3840,Actual Lat 3840,Matched Address 3840,Matched Long 3840,Matched Lat 3840,16
3841,Actual Address 3841,Actual Long 3841,Actual Lat 3841,Matched Address 3841,Matched Long 3841,Matched Lat 3841,758
3842,Actual Address 3842,Actual Long 3842,Actual Lat 3842,Matched Address 3842,Matched Long 3842,Matched Lat 3842,13
3843,Actual Address 3843,Actual Long 3843,Actual Lat 3843,Matched Address 3843,Matched Long 3843,Matched Lat 3843,5
3844,Actual Address 3844,Actual Long 3844,Actual Lat 3844,Matched Address 3844,Matched Long 3844,Matched Lat 3844,14
3845,Actual Address 3845,Actual Long 3845,Actual Lat 3845,Matched Address 3845,Matched Long 3845,Matched Lat 3845,11
3846,Actual Address 3846,Actual Long 3846,Actual Lat 3846,Matched Address 3846,Matched Long 3846,Matched Lat 3846,16
3847,Actual Address 3847,Actual Long 3847,Actual Lat 3847,Matched Address 3847,Matched Long 3847,Matched Lat 3847,32
3848,Actual Address 3848,Actual Long 3848,Actual Lat 3848,Matched Address 3848,Matched Long 3848,Matched Lat 3848,16
3849,Actual Address 3849,Actual Long 3849,Actual Lat 3849,Matched Address 3849,Matched Long 3849,Matched Lat 3849,114
3850,Actual Address 3850,Actual Long 3850,Actual Lat 3850,Matched Address 3850,Matched Long 3850,Matched Lat 3850,13
3851,Actual Address 3851,Actual Long 3851,Actual Lat 3851,Matched Address 3851,Matched Long 3851,Matched Lat 3851,15
3852,Actual Address 3852,Actual Long 3852,Actual Lat 3852,Matched Address 3852,Matched Long 3852,Matched Lat 3852,16
3853,Actual Address 3853,Actual Long 3853,Actual Lat 3853,Matched Address 3853,Matched Long 3853,Matched Lat 3853,14
3854,Actual Address 3854,Actual Long 3854,Actual Lat 3854,Matched Address 3854,Matched Long 3854,Matched Lat 3854,21
3855,Actual Address 3855,Actual Long 3855,Actual Lat 3855,Matched Address 3855,Matched Long 3855,Matched Lat 3855,17
3856,Actual Address 3856,Actual Long 3856,Actual Lat 3856,Matched Address 3856,Matched Long 3856,Matched Lat 3856,12
3857,Actual Address 3857,Actual Long 3857,Actual Lat 3857,Matched Address 3857,Matched Long 3857,Matched Lat 3857,15
3858,Actual Address 3858,Actual Long 3858,Actual Lat 3858,Matched Address 3858,Matched Long 3858,Matched Lat 3858,1855
3859,Actual Address 3859,Actual Long 3859,Actual Lat 3859,Matched Address 3859,Matched Long 3859,Matched Lat 3859,2
3860,Actual Address 3860,Actual Long 3860,Actual Lat 3860,Matched Address 3860,Matched Long 3860,Matched Lat 3860,30
3861,Actual Address 3861,Actual Long 3861,Actual Lat 3861,Matched Address 3861,Matched Long 3861,Matched Lat 3861,9
3862,Actual Address 3862,Actual Long 3862,Actual Lat 3862,Matched Address 3862,Matched Long 3862,Matched Lat 3862,12
3863,Actual Address 3863,Actual Long 3863,Actual Lat 3863,Matched Address 3863,Matched Long 3863,Matched Lat 3863,6
3864,Actual Address 3864,Actual Long 3864,Actual Lat 3864,Matched Address 3864,Matched Long 3864,Matched Lat 3864,18
3865,Actual Address 3865,Actual Long 3865,Actual Lat 3865,Matched Address 3865,Matched Long 3865,Matched Lat 3865,9
3866,Actual Address 3866,Actual Long 3866,Actual Lat 3866,Matched Address 3866,Matched Long 3866,Matched Lat 3866,10
3867,Actual Address 3867,Actual Long 3867,Actual Lat 3867,Matched Address 3867,Matched Long 3867,Matched Lat 3867,13
3868,Actual Address 3868,Actual Long 3868,Actual Lat 3868,Matched Address 3868,Matched Long 3868,Matched Lat 3868,13
3869,Actual Address 3869,Actual Long 3869,Actual Lat 3869,Matched Address 3869,Matched Long 3869,Matched Lat 3869,12
3870,Actual Address 3870,Actual Long 3870,Actual Lat 3870,Matched Address 3870,Matched Long 3870,Matched Lat 3870,12
3871,Actual Address 3871,Actual Long 3871,Actual Lat 3871,Matched Address 3871,Matched Long 3871,Matched Lat 3871,286
3872,Actual Address 3872,Actual Long 3872,Actual Lat 3872,Matched Address 3872,Matched Long 3872,Matched Lat 3872,351
3873,Actual Address 3873,Actual Long 3873,Actual Lat 3873,Matched Address 3873,Matched Long 3873,Matched Lat 3873,6
3874,Actual Address 3874,Actual Long 3874,Actual Lat 3874,Matched Address 3874,Matched Long 3874,Matched Lat 3874,232
3875,Actual Address 3875,Actual Long 3875,Actual Lat 3875,Matched Address 3875,Matched Long 3875,Matched Lat 3875,25
3876,Actual Address 3876,Actual Long 3876,Actual Lat 3876,Matched Address 3876,Matched Long 3876,Matched Lat 3876,12
3877,Actual Address 3877,Actual Long 3877,Actual Lat 3877,Matched Address 3877,Matched Long 3877,Matched Lat 3877,16
3878,Actual Address 3878,Actual Long 3878,Actual Lat 3878,Matched Address 3878,Matched Long 3878,Matched Lat 3878,10
3879,Actual Address 3879,Actual Long 3879,Actual Lat 3879,Matched Address 3879,Matched Long 3879,Matched Lat 3879,9
3880,Actual Address 3880,Actual Long 3880,Actual Lat 3880,Matched Address 3880,Matched Long 3880,Matched Lat 3880,1418
3881,Actual Address 3881,Actual Long 3881,Actual Lat 3881,Matched Address 3881,Matched Long 3881,Matched Lat 3881,10
3882,Actual Address 3882,Actual Long 3882,Actual Lat 3882,Matched Address 3882,Matched Long 3882,Matched Lat 3882,19
3883,Actual Address 3883,Actual Long 3883,Actual Lat 3883,Matched Address 3883,Matched Long 3883,Matched Lat 3883,7
3884,Actual Address 3884,Actual Long 3884,Actual Lat 3884,Matched Address 3884,Matched Long 3884,Matched Lat 3884,12
3885,Actual Address 3885,Actual Long 3885,Actual Lat 3885,Matched Address 3885,Matched Long 3885,Matched Lat 3885,484
3886,Actual Address 3886,Actual Long 3886,Actual Lat 3886,Matched Address 3886,Matched Long 3886,Matched Lat 3886,20
3887,Actual Address 3887,Actual Long 3887,Actual Lat 3887,Matched Address 3887,Matched Long 3887,Matched Lat 3887,10
